Name,Link,Wiki Summary
"Calabrese, il",https://web.archive.org/web/20121007173015/http://www.nga.gov/cgi-bin/tsearch?artistid=3688,No Wikipedia Entry Available for this artist
"Calame, Alexandre",https://web.archive.org/web/20121007173015/http://www.nga.gov/cgi-bin/tsearch?artistid=21261,"Alexandre Calame (28 May 1810 – 19 March 1864) was a Swiss landscape painter, associated with the Düsseldorf School.

"
"Calapai, Letterio",https://web.archive.org/web/20121007173015/http://www.nga.gov/cgi-bin/tsearch?artistid=3660,"Letterio Calapai (1902–1993) was a realist painter and printmaker who took part in the Federal Arts Project organized by the Works Progress Administration in the 1930s. Capapai's work can be found in the Fogg Art Museum and in the Boston Museum of Fine Arts which is where Calapai's parents took him when he was a boy.

"
"Calas, Nicolas",https://web.archive.org/web/20121007173015/http://www.nga.gov/cgi-bin/tsearch?artistid=10414,"Nicolas Calas (Greek: Νικόλαος Κάλας) (May 27, 1907 – December 31, 1988) was the pseudonym of Nikos Kalamaris (Νίκος Καλαμάρης), a Greek-American poet and art critic. While living in Greece, he also used the pseudonyms Nikitas Randos (Νικήτας Ράντος) and M. Spieros (Μ. Σπιέρος)."
"Calcagno, Lawrence",https://web.archive.org/web/20121007173015/http://www.nga.gov/cgi-bin/tsearch?artistid=1073,"Lawrence Calcagno (1913–1993) was a San Francisco Bay area abstract expressionist painter. He described his artistic motivation in the following words
""Painting was the one avenue through which I could find psychical tolerance and be released. My life has always been motivated not by intellectual or rational considerations but more by a subjective compulsion, by what I love.""

"
"Caldara, Polidoro",https://web.archive.org/web/20121007173015/http://www.nga.gov/cgi-bin/tsearch?artistid=2688,No Wikipedia Entry Available for this artist
"Caldecott, Randolph",https://web.archive.org/web/20121007173015/http://www.nga.gov/cgi-bin/tsearch?artistid=9823,"Randolph Caldecott (; 22 March 1846 – 12 February 1886) was an English artist and illustrator, born in Chester. The Caldecott Medal was named in his honour. He exercised his art chiefly in book illustrations. His abilities as an artist were promptly and generously recognised by the Royal Academy. Caldecott greatly influenced illustration of children's books during the nineteenth century. Two books illustrated by him, priced at a shilling each, were published every Christmas for eight years.
Caldecott also illustrated novels and accounts of foreign travel, made humorous drawings depicting hunting and fashionable life, drew cartoons and he made sketches of the Houses of Parliament inside and out, and exhibited sculptures and paintings in oil and watercolour in the Royal Academy and galleries."
"da Caravaggio, Polidoro",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2688,"Michelangelo Merisi (Michele Angelo Merigi or Amerighi) da Caravaggio (, US: , Italian pronunciation: [mikeˈlandʒelo meˈriːzi da (k)karaˈvaddʒo]; 28 September 1571 – 18 July 1610) was an Italian painter active in Rome, Naples, Malta, and Sicily from the early 1590s to 1610. His paintings combine a realistic observation of the human state, both physical and emotional, with a dramatic use of lighting, which had a formative influence on Baroque painting.Caravaggio employed close physical observation with a dramatic use of chiaroscuro that came to be known as tenebrism. He made the technique a dominant stylistic element, darkening shadows and transfixing subjects in bright shafts of light. Caravaggio vividly expressed crucial moments and scenes, often featuring violent struggles, torture and death. He worked rapidly, with live models, preferring to forgo drawings and work directly onto the canvas. His influence on the new Baroque style that emerged from Mannerism was profound. It can be seen directly or indirectly in the work of Peter Paul Rubens, Jusepe de Ribera, Gian Lorenzo Bernini, and Rembrandt, and artists in the following generation heavily under his influence were called the ""Caravaggisti"" or ""Caravagesques"", as well as tenebrists or tenebrosi (""shadowists"").
Caravaggio trained as a painter in Milan before moving in his twenties to Rome. He developed a considerable name as an artist, and as a violent, touchy and provocative man. A brawl led to a death sentence for murder and forced him to flee to Naples. There he again established himself as one of the most prominent Italian painters of his generation. He traveled in 1607 to Malta and on to Sicily, and pursued a papal pardon for his sentence. In 1609 he returned to Naples, where he was involved in a violent clash; his face was disfigured and rumours of his death circulated. Questions about his mental state arose from his erratic and bizarre behavior. He died in 1610 under uncertain circumstances while on his way from Naples to Rome. Reports stated that he died of a fever, but suggestions have been made that he was murdered or that he died of lead poisoning.
Caravaggio's innovations inspired Baroque painting, but the Baroque incorporated the drama of his chiaroscuro without the psychological realism. The style evolved and fashions changed, and Caravaggio fell out of favor. In the 20th century interest in his work revived, and his importance to the development of Western art was reevaluated. The 20th-century art historian André Berne-Joffroy stated, ""What begins in the work of Caravaggio is, quite simply, modern painting."""
"da Carpi, Ugo",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=3694,"Rodolfo Pio da Carpi (22 February 1500 – 2 May 1564) was an Italian Cardinal, humanist and patron of the arts. The nephew of a diplomat, he himself became a diplomat by the age of thirty, and came to know both Emperor Charles V and King Francis of France, and he negotiated with both on behalf of the pope.  His uncle, Alberto Pio da Carpi, had been educated by Pico della Mirandola, and had become a noted humanist scholar.  These associations formed Rodolfo's background and education. He formed a notable library and participated in the humanist studies of 16th-century Rome, even though he served on the Roman Inquisition. He helped to establish the Inquisition at Milan."
"da Cavino, Giovanni",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2062,No Wikipedia Entry Available for this artist
"da Ferrara, Costanzo",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2071,No Wikipedia Entry Available for this artist
"da Maiano, Benedetto",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2021,No Wikipedia Entry Available for this artist
"da Milano, Amadio",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2003,No Wikipedia Entry Available for this artist
"da Sangallo, Francesco",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2113,No Wikipedia Entry Available for this artist
"da Settignano, Desiderio",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2083,No Wikipedia Entry Available for this artist
"da Siena, Matteo",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=1708,No Wikipedia Entry Available for this artist
"da Trento, Antonio",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2909,No Wikipedia Entry Available for this artist
"da Urbino, Clemente",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=2066,No Wikipedia Entry Available for this artist
"da Vinci, Leonardo",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=1479,No Wikipedia Entry Available for this artist
"Dadante, Michael",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=7412,No Wikipedia Entry Available for this artist
"Daddi, Bernardo",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=1204,"Bernardo Daddi (c. 1280 – 1348) was an early Italian Renaissance painter and the leading painter of Florence of his generation. He was one of the artists who contributed to the revolutionary art of the Renaissance, which broke away from the conventions of the preceding generation of Gothic artists, by creating compositions which aimed to achieve a more realistic representation of reality.  He was particularly successful with his small-scale works and contributed to the development of the portable altarpiece, a format that subsequently gained great popularity."
"Dadler, Sebastian",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=9900,No Wikipedia Entry Available for this artist
"Dadley, J.",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=6194,No Wikipedia Entry Available for this artist
"Daeda, Orison",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=7413,No Wikipedia Entry Available for this artist
"Dael, Cornelis van",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=11726,No Wikipedia Entry Available for this artist
"Dagoty, Jacques-Fabien Gautier",https://web.archive.org/web/20121007173048/http://www.nga.gov/cgi-bin/tsearch?artistid=21956,No Wikipedia Entry Available for this artist
